date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:15	416974/416974	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7a-6b066%22	https://templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-1.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:18	417336/417336	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7a-65e38%22	https://templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-2.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:18	43580/43580	---M--	200	added ('OK')	image/jpeg	etag:%226229ac79-aa3c%22	https://templates.envytheme.com/plonk/default/assets/images/main-banner/banner-bg-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-banner/banner-bg-2.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:18	455982/455982	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7a-73afa%22	https://templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-slides/slides-bg-3.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:18	417336/417336	---M--	200	added ('OK')	image/jpeg	etag:%226229ac79-65e38%22	https://templates.envytheme.com/plonk/default/assets/images/main-banner/banner-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-banner/banner-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:19	65273/65273	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-fef9%22	https://templates.envytheme.com/plonk/default/assets/images/intro.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/intro.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:19	24605/24605	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-601d%22	https://templates.envytheme.com/plonk/default/assets/images/experience-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/experience-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:19	180894/180894	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-2df76%22	https://templates.envytheme.com/plonk/default/assets/images/experience.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/experience.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:22	61113/61113	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7f-10a30%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/bg-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/bg-1.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:22	413875/413875	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5e-650b3%22	https://templates.envytheme.com/plonk/default/assets/images/pricing-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/pricing-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:23	418442/418442	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-6628a%22	https://templates.envytheme.com/plonk/default/assets/images/coming-soon-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/coming-soon-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:25	103875/103875	---M--	200	added ('OK')	image/jpeg	etag:%226229ac72-1a325%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-2.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:25	129312/129312	---M--	200	added ('OK')	image/jpeg	etag:%226229ac73-1f920%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-3.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:25	387527/387527	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7f-5e9c7%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/bg-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/bg-2.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:25	105653/105653	---M--	200	added ('OK')	image/jpeg	etag:%226229ac73-19cb5%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-4.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:26	102403/102403	---M--	200	added ('OK')	image/jpeg	etag:%226229ac73-19003%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-5.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:27	19249/19249	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5e-4b31%22	https://templates.envytheme.com/plonk/default/assets/images/page-banner-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/page-banner-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:27	243703/243703	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5e-3b7f7%22	https://templates.envytheme.com/plonk/default/assets/images/overview-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/overview-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:27	80601/80601	---M--	200	added ('OK')	image/jpeg	etag:%226229ac72-14513%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-1.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:28	68144/68144	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-10a30%22	https://templates.envytheme.com/plonk/default/assets/images/footer-bg.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/footer-bg.jpg	(from https://templates.envytheme.com/plonk/default/assets/css/style.css)
13:41:29	1058/1058	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Sep%202019%2010:44:30%20GMT	https://i.ibb.co/FxzBYR9/night.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/i.ibb.co/FxzBYR9/night.png	(from https://templates.envytheme.com/plonk/default/assets/css/dark.css)
13:41:29	969/969	---M--	200	added ('OK')	image/png	date:Sat,%2028%20Sep%202019%2010:44:30%20GMT	https://i.ibb.co/7JfqXxB/sunny.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/i.ibb.co/7JfqXxB/sunny.png	(from https://templates.envytheme.com/plonk/default/assets/css/dark.css)
13:41:30	26594/26594	---M--	200	added ('OK')	image/jpeg	etag:%226229ac76-6e21%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/image-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/image-1.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:30	119515/119515	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-1e93f%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-1.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:30	20446/20446	---M--	200	added ('OK')	image/jpeg	etag:%226229ac76-54b6%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/image-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/image-2.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:30	103676/103676	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-1a798%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-2.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:31	69943/69943	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-11137%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-3.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:31	27368/27368	---M--	200	added ('OK')	image/jpeg	etag:%226229ac76-7091%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/image-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/image-3.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:32	131267/131267	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-21bd9%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-1.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:32	94689/94689	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-18c1b%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-2.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:32	74568/74568	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-12348%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-3.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:33	98892/98892	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-1951f%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-4.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:33	8636/8636	---M--	200	added ('OK')	image/png	etag:%226229ac71-3994%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-1.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-1.png	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:33	6565/6565	---M--	200	added ('OK')	image/png	etag:%226229ac71-2c63%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-2.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-2.png	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:33	6603/6603	---M--	200	added ('OK')	image/png	etag:%226229ac71-343d%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-3.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-3.png	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:34	1404/1404	---M--	200	added ('OK')	image/png	etag:%226229ac71-13a5%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-4.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-4.png	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:34	27368/27368	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7f-7091%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/image-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/image-1.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:34	17744/17744	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7f-4b02%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/image-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/image-2.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:34	19156/19156	---M--	200	added ('OK')	image/jpeg	etag:%226229ac80-4fb4%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/image-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/image-3.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:35	21913/21913	---M--	200	added ('OK')	image/jpeg	etag:%226229ac80-5ad8%22	https://templates.envytheme.com/plonk/default/assets/images/testimonial/image-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/testimonial/image-4.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:35	27368/27368	---M--	200	added ('OK')	image/jpeg	etag:%226229ac74-7091%22	https://templates.envytheme.com/plonk/default/assets/images/blog/image-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/image-1.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:35	43910/43910	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Mar%202022%2007:44:12%20GMT	https://templates.envytheme.com/plonk/default/author.html	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/author.html	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:35	17744/17744	---M--	200	added ('OK')	image/jpeg	etag:%226229ac74-4b02%22	https://templates.envytheme.com/plonk/default/assets/images/blog/image-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/image-2.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:35	19156/19156	---M--	200	added ('OK')	image/jpeg	etag:%226229ac74-4fb4%22	https://templates.envytheme.com/plonk/default/assets/images/blog/image-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/image-3.jpg	(from https://templates.envytheme.com/plonk/default/index.html)
13:41:37	10548/10548	---M--	200	added ('OK')	image/png	etag:%226229ac71-2934%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-5.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-5.png	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:38	9562/9562	---M--	200	added ('OK')	image/png	etag:%226229ac71-255a%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-6.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-6.png	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:38	10527/10527	---M--	200	added ('OK')	image/png	etag:%226229ac72-291f%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-7.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-7.png	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:38	434710/434710	---M--	200	added ('OK')	image/png	etag:%226229ac79-6a216%22	https://templates.envytheme.com/plonk/default/assets/images/main-banner/banner-1.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-banner/banner-1.png	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:39	6215/6215	---M--	200	added ('OK')	image/png	etag:%226229ac72-1847%22	https://templates.envytheme.com/plonk/default/assets/images/benefits/benefits-8.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/benefits/benefits-8.png	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:40	109978/109978	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-1ad9a%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-5.jpg	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:40	163180/163180	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7e-2a1f6%22	https://templates.envytheme.com/plonk/default/assets/images/speakers/speakers-6.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers/speakers-6.jpg	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:41	187116/187116	---M--	200	added ('OK')	image/jpeg	etag:%226229ac73-2daec%22	https://templates.envytheme.com/plonk/default/assets/images/blog/blog-large-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/blog/blog-large-1.jpg	(from https://templates.envytheme.com/plonk/default/index-2.html)
13:41:42	106611/106611	---M--	200	added ('OK')	image/jpeg	etag:%226229ac70-1a073%22	https://templates.envytheme.com/plonk/default/assets/images/about/about-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/about/about-1.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:43	302743/302743	---M--	200	added ('OK')	image/jpeg	etag:%226229ac79-49e97%22	https://templates.envytheme.com/plonk/default/assets/images/main-banner/banner-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/main-banner/banner-2.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:43	97462/97462	---M--	200	added ('OK')	image/jpeg	etag:%226229ac70-17cb6%22	https://templates.envytheme.com/plonk/default/assets/images/about/about-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/about/about-2.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:43	23256/23256	---M--	200	added ('OK')	image/jpeg	etag:%226229ac76-5ad8%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/image-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/image-4.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:43	17744/17744	---M--	200	added ('OK')	image/jpeg	etag:%226229ac76-4b02%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/image-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/image-5.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:44	8291/8291	---M--	200	added ('OK')	image/png	etag:%226229ac7b-2063%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-1.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-1.png	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:44	11483/11483	---M--	200	added ('OK')	image/png	etag:%226229ac7b-2cdb%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-2.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-2.png	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:45	7584/7584	---M--	200	added ('OK')	image/png	etag:%226229ac7b-1da0%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-3.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-3.png	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:46	6420/6420	---M--	200	added ('OK')	image/png	etag:%226229ac7b-1914%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-4.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-4.png	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:46	17452/17452	---M--	200	added ('OK')	image/png	etag:%226229ac7b-442c%22	https://templates.envytheme.com/plonk/default/assets/images/partner/partner-5.png	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/partner/partner-5.png	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:48	72532/72532	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-11b54%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-4.jpg	(from https://templates.envytheme.com/plonk/default/events.html)
13:41:48	63276/63276	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-f72c%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-5.jpg	(from https://templates.envytheme.com/plonk/default/events.html)
13:41:49	105423/105423	---M--	200	added ('OK')	image/jpeg	etag:%226229ac75-19bcf%22	https://templates.envytheme.com/plonk/default/assets/images/events-schedules/events-6.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/events-schedules/events-6.jpg	(from https://templates.envytheme.com/plonk/default/events.html)
13:41:50	189208/189208	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-2e318%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-1.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:50	595554/595554	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5e-91662%22	https://templates.envytheme.com/plonk/default/assets/images/video.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/video.jpg	(from https://templates.envytheme.com/plonk/default/index-3.html)
13:41:51	98688/98688	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-18180%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-2.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:51	216430/216430	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-34d6e%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-3.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-3.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:52	82003/82003	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-14053%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-4.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-4.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:53	152388/152388	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-25344%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-5.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-5.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:53	138593/138593	---M--	200	added ('OK')	image/jpeg	etag:%226229ac81-21d61%22	https://templates.envytheme.com/plonk/default/assets/images/venue/venue-6.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/venue/venue-6.jpg	(from https://templates.envytheme.com/plonk/default/venue.html)
13:41:54	292543/292543	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5d-476bf%22	https://templates.envytheme.com/plonk/default/assets/images/event-details.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/event-details.jpg	(from https://templates.envytheme.com/plonk/default/events-details.html)
13:41:55	177195/177195	---M--	200	added ('OK')	image/jpeg	etag:%226229ac5e-2b42b%22	https://templates.envytheme.com/plonk/default/assets/images/speakers-details.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/speakers-details.jpg	(from https://templates.envytheme.com/plonk/default/speakers-details.html)
13:41:55	71945/71945	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7c-11909%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-1.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-1.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
13:41:56	108684/108684	---M--	200	added ('OK')	image/jpeg	etag:%226229ac7c-1a88c%22	https://templates.envytheme.com/plonk/default/assets/images/products/products-2.jpg	G:/webdevolpment/frontend/bootstrap/project4_Event_Managment/themes/Event_managment/templates.envytheme.com/plonk/default/assets/images/products/products-2.jpg	(from https://templates.envytheme.com/plonk/default/products-grid.html)
